,education_level,major_discipline,experience,target,experience_level
492,Graduate,STEM,6,1.0,Limit Experienced (0-7)
493,Graduate,STEM,4,0.0,Limit Experienced (0-7)
494,None,None,6,0.0,Limit Experienced (0-7)
495,Graduate,STEM,21,0.0,Experienced (>=15)
496,Graduate,STEM,9,0.0,Medium Experienced (8-14)
497,High School,None,12,0.0,Medium Experienced (8-14)
498,Graduate,STEM,12,0.0,Medium Experienced (8-14)
499,Graduate,STEM,5,1.0,Limit Experienced (0-7)
500,Graduate,STEM,9,0.0,Medium Experienced (8-14)
501,Graduate,Humanities,19,0.0,Experienced (>=15)
502,Graduate,STEM,9,0.0,Medium Experienced (8-14)
503,High School,None,10,1.0,Medium Experienced (8-14)
504,Graduate,STEM,7,0.0,Limit Experienced (0-7)
505,Graduate,STEM,4,1.0,Limit Experienced (0-7)
506,High School,None,21,0.0,Experienced (>=15)
507,Graduate,STEM,8,0.0,Medium Experienced (8-14)
508,Graduate,STEM,21,0.0,Experienced (>=15)
509,Graduate,STEM,2,0.0,Limit Experienced (0-7)
510,Graduate,STEM,3,0.0,Limit Experienced (0-7)
511,Masters,STEM,8,1.0,Medium Experienced (8-14)
512,Graduate,STEM,0,1.0,Limit Experienced (0-7)
513,Graduate,STEM,3,0.0,Limit Experienced (0-7)
514,Graduate,STEM,11,0.0,Medium Experienced (8-14)
515,Graduate,STEM,21,1.0,Experienced (>=15)
516,Graduate,STEM,9,0.0,Medium Experienced (8-14)
517,Graduate,STEM,18,0.0,Experienced (>=15)
518,High School,None,0,1.0,Limit Experienced (0-7)
519,Graduate,STEM,3,1.0,Limit Experienced (0-7)
520,Graduate,STEM,7,0.0,Limit Experienced (0-7)
521,Graduate,STEM,21,1.0,Experienced (>=15)
522,None,None,15,1.0,Experienced (>=15)
523,Graduate,STEM,4,1.0,Limit Experienced (0-7)
524,Graduate,Humanities,9,0.0,Medium Experienced (8-14)
525,Graduate,STEM,14,0.0,Medium Experienced (8-14)
526,Graduate,STEM,2,0.0,Limit Experienced (0-7)
527,Graduate,STEM,7,0.0,Limit Experienced (0-7)
528,High School,None,4,1.0,Limit Experienced (0-7)
529,Graduate,STEM,3,0.0,Limit Experienced (0-7)
530,Masters,STEM,5,1.0,Limit Experienced (0-7)
531,Graduate,STEM,5,0.0,Limit Experienced (0-7)
532,Graduate,STEM,10,0.0,Medium Experienced (8-14)
533,Graduate,STEM,20,1.0,Experienced (>=15)
534,Masters,STEM,14,0.0,Medium Experienced (8-14)
535,None,None,1,0.0,Limit Experienced (0-7)
536,Graduate,STEM,8,1.0,Medium Experienced (8-14)
537,Graduate,STEM,8,0.0,Medium Experienced (8-14)
538,Graduate,STEM,7,0.0,Limit Experienced (0-7)
539,Masters,STEM,17,0.0,Experienced (>=15)
540,Phd,STEM,21,0.0,Experienced (>=15)
541,Masters,STEM,10,0.0,Medium Experienced (8-14)
542,High School,None,7,0.0,Limit Experienced (0-7)
543,Graduate,STEM,9,0.0,Medium Experienced (8-14)
544,Masters,STEM,21,0.0,Experienced (>=15)
545,Graduate,STEM,3,1.0,Limit Experienced (0-7)
546,Masters,Humanities,7,0.0,Limit Experienced (0-7)
547,Graduate,STEM,10,0.0,Medium Experienced (8-14)
548,Graduate,Other,5,0.0,Limit Experienced (0-7)
549,Graduate,STEM,5,0.0,Limit Experienced (0-7)
550,Graduate,STEM,11,0.0,Medium Experienced (8-14)
551,Graduate,STEM,18,0.0,Experienced (>=15)
552,Graduate,STEM,14,0.0,Medium Experienced (8-14)
553,High School,None,21,0.0,Experienced (>=15)
554,Graduate,Other,20,0.0,Experienced (>=15)
555,Graduate,STEM,13,0.0,Medium Experienced (8-14)
556,Graduate,Humanities,17,0.0,Experienced (>=15)
557,Masters,STEM,21,0.0,Experienced (>=15)
558,Graduate,STEM,21,0.0,Experienced (>=15)
559,Graduate,STEM,9,1.0,Medium Experienced (8-14)
560,Masters,STEM,3,1.0,Limit Experienced (0-7)
561,Graduate,STEM,2,0.0,Limit Experienced (0-7)
562,None,None,2,0.0,Limit Experienced (0-7)
563,Graduate,STEM,21,0.0,Experienced (>=15)
564,Graduate,STEM,11,0.0,Medium Experienced (8-14)
565,Masters,Other,2,0.0,Limit Experienced (0-7)
566,Graduate,STEM,7,0.0,Limit Experienced (0-7)
567,Masters,STEM,21,0.0,Experienced (>=15)
568,Masters,STEM,14,0.0,Medium Experienced (8-14)
569,Graduate,STEM,2,1.0,Limit Experienced (0-7)
570,High School,None,8,1.0,Medium Experienced (8-14)
571,Graduate,STEM,5,0.0,Limit Experienced (0-7)
572,Masters,STEM,12,0.0,Medium Experienced (8-14)
573,Graduate,STEM,8,1.0,Medium Experienced (8-14)
574,Graduate,STEM,2,0.0,Limit Experienced (0-7)
575,Graduate,STEM,9,0.0,Medium Experienced (8-14)
576,Primary School,None,8,0.0,Medium Experienced (8-14)
577,Graduate,STEM,12,0.0,Medium Experienced (8-14)
578,Masters,Humanities,5,0.0,Limit Experienced (0-7)
579,Graduate,STEM,21,1.0,Experienced (>=15)
580,Masters,STEM,21,0.0,Experienced (>=15)
581,Graduate,STEM,8,0.0,Medium Experienced (8-14)
582,Graduate,STEM,21,0.0,Experienced (>=15)
583,Masters,STEM,21,0.0,Experienced (>=15)
584,Masters,STEM,7,1.0,Limit Experienced (0-7)
585,Graduate,STEM,5,0.0,Limit Experienced (0-7)
586,Masters,STEM,12,0.0,Medium Experienced (8-14)
587,Graduate,STEM,21,1.0,Experienced (>=15)
588,Masters,STEM,21,0.0,Experienced (>=15)
589,Graduate,STEM,21,1.0,Experienced (>=15)
590,Graduate,STEM,4,1.0,Limit Experienced (0-7)
591,High School,None,2,0.0,Limit Experienced (0-7)
592,Graduate,STEM,12,0.0,Medium Experienced (8-14)
593,Graduate,STEM,3,1.0,Limit Experienced (0-7)
594,Graduate,STEM,21,0.0,Experienced (>=15)
595,Graduate,STEM,4,1.0,Limit Experienced (0-7)
596,Graduate,STEM,15,0.0,Experienced (>=15)
597,Graduate,Other,5,0.0,Limit Experienced (0-7)
598,Graduate,STEM,8,0.0,Medium Experienced (8-14)
599,Primary School,None,10,0.0,Medium Experienced (8-14)
600,Graduate,STEM,0,0.0,Limit Experienced (0-7)
601,Graduate,STEM,14,0.0,Medium Experienced (8-14)
602,Graduate,STEM,11,0.0,Medium Experienced (8-14)
603,Graduate,STEM,11,0.0,Medium Experienced (8-14)
604,Graduate,Humanities,3,0.0,Limit Experienced (0-7)
605,Masters,STEM,3,1.0,Limit Experienced (0-7)
606,Graduate,STEM,7,1.0,Limit Experienced (0-7)
607,Masters,STEM,8,0.0,Medium Experienced (8-14)
608,High School,None,11,0.0,Medium Experienced (8-14)
609,Graduate,STEM,8,0.0,Medium Experienced (8-14)
610,Graduate,STEM,6,0.0,Limit Experienced (0-7)
611,Masters,Business Degree,11,0.0,Medium Experienced (8-14)
612,Graduate,STEM,12,0.0,Medium Experienced (8-14)
613,Masters,Humanities,15,0.0,Experienced (>=15)
614,Masters,STEM,21,1.0,Experienced (>=15)
615,Masters,STEM,6,0.0,Limit Experienced (0-7)
616,Graduate,Humanities,21,0.0,Experienced (>=15)
617,Masters,STEM,21,0.0,Experienced (>=15)
618,Graduate,STEM,7,0.0,Limit Experienced (0-7)
619,Graduate,STEM,6,0.0,Limit Experienced (0-7)
620,High School,None,5,0.0,Limit Experienced (0-7)
621,Graduate,STEM,6,0.0,Limit Experienced (0-7)
622,Masters,Humanities,5,1.0,Limit Experienced (0-7)
623,Graduate,Other,2,0.0,Limit Experienced (0-7)
624,Masters,STEM,16,0.0,Experienced (>=15)
625,High School,None,4,1.0,Limit Experienced (0-7)
626,Graduate,STEM,21,1.0,Experienced (>=15)
627,Graduate,STEM,10,0.0,Medium Experienced (8-14)
628,Graduate,STEM,13,0.0,Medium Experienced (8-14)
629,Graduate,STEM,12,0.0,Medium Experienced (8-14)
630,Graduate,STEM,4,0.0,Limit Experienced (0-7)
631,High School,None,3,1.0,Limit Experienced (0-7)
632,Graduate,STEM,13,0.0,Medium Experienced (8-14)
633,Masters,STEM,8,0.0,Medium Experienced (8-14)
634,Graduate,STEM,1,0.0,Limit Experienced (0-7)
635,Graduate,STEM,8,0.0,Medium Experienced (8-14)
636,Masters,STEM,13,0.0,Medium Experienced (8-14)
637,Graduate,STEM,9,0.0,Medium Experienced (8-14)
638,Masters,STEM,21,1.0,Experienced (>=15)
639,Graduate,STEM,9,0.0,Medium Experienced (8-14)
640,Graduate,STEM,4,1.0,Limit Experienced (0-7)
641,Graduate,Other,3,1.0,Limit Experienced (0-7)
642,Masters,STEM,21,1.0,Experienced (>=15)
643,Graduate,STEM,3,1.0,Limit Experienced (0-7)
644,Masters,STEM,21,0.0,Experienced (>=15)
645,Masters,STEM,9,0.0,Medium Experienced (8-14)
646,Masters,STEM,21,0.0,Experienced (>=15)
647,Graduate,Humanities,21,0.0,Experienced (>=15)
648,Graduate,No Major,14,0.0,Medium Experienced (8-14)
649,Masters,STEM,6,0.0,Limit Experienced (0-7)
650,Graduate,STEM,5,0.0,Limit Experienced (0-7)
651,Masters,STEM,6,0.0,Limit Experienced (0-7)
652,Graduate,STEM,1,1.0,Limit Experienced (0-7)
653,Graduate,STEM,9,0.0,Medium Experienced (8-14)
654,Graduate,STEM,4,1.0,Limit Experienced (0-7)
655,Graduate,STEM,6,1.0,Limit Experienced (0-7)
656,Masters,STEM,10,0.0,Medium Experienced (8-14)
657,Graduate,STEM,4,0.0,Limit Experienced (0-7)
658,High School,None,4,0.0,Limit Experienced (0-7)
659,Graduate,STEM,21,1.0,Experienced (>=15)
660,Graduate,STEM,11,0.0,Medium Experienced (8-14)
661,Graduate,STEM,8,0.0,Medium Experienced (8-14)
662,Masters,STEM,21,0.0,Experienced (>=15)
663,Masters,STEM,7,0.0,Limit Experienced (0-7)
664,Graduate,STEM,12,0.0,Medium Experienced (8-14)
665,Graduate,Other,8,0.0,Medium Experienced (8-14)
666,Graduate,STEM,5,1.0,Limit Experienced (0-7)
667,Masters,STEM,4,1.0,Limit Experienced (0-7)
668,None,None,21,0.0,Experienced (>=15)
669,Masters,STEM,9,0.0,Medium Experienced (8-14)
670,Graduate,STEM,6,1.0,Limit Experienced (0-7)
671,Graduate,Humanities,4,0.0,Limit Experienced (0-7)
672,High School,None,3,0.0,Limit Experienced (0-7)
673,Primary School,None,12,1.0,Medium Experienced (8-14)
674,Masters,STEM,6,1.0,Limit Experienced (0-7)
675,Graduate,STEM,9,1.0,Medium Experienced (8-14)
676,Graduate,STEM,3,1.0,Limit Experienced (0-7)
677,Graduate,STEM,13,1.0,Medium Experienced (8-14)
678,Graduate,STEM,7,0.0,Limit Experienced (0-7)
679,Masters,STEM,12,0.0,Medium Experienced (8-14)
680,High School,None,8,0.0,Medium Experienced (8-14)
681,Graduate,STEM,8,0.0,Medium Experienced (8-14)
682,Graduate,STEM,7,0.0,Limit Experienced (0-7)
683,Graduate,Other,21,1.0,Experienced (>=15)
684,Graduate,STEM,3,1.0,Limit Experienced (0-7)
685,High School,None,5,0.0,Limit Experienced (0-7)
686,Graduate,STEM,12,0.0,Medium Experienced (8-14)
687,Masters,STEM,4,1.0,Limit Experienced (0-7)
688,Graduate,STEM,21,0.0,Experienced (>=15)
689,Masters,STEM,21,0.0,Experienced (>=15)
690,High School,None,5,0.0,Limit Experienced (0-7)
691,Graduate,STEM,7,0.0,Limit Experienced (0-7)
692,Graduate,STEM,6,0.0,Limit Experienced (0-7)
693,Graduate,STEM,8,0.0,Medium Experienced (8-14)
694,Graduate,Business Degree,21,0.0,Experienced (>=15)
695,Graduate,STEM,2,1.0,Limit Experienced (0-7)
696,Graduate,STEM,8,0.0,Medium Experienced (8-14)
697,Graduate,STEM,11,1.0,Medium Experienced (8-14)
698,Masters,Humanities,6,0.0,Limit Experienced (0-7)
699,Graduate,STEM,21,0.0,Experienced (>=15)
700,Graduate,STEM,13,0.0,Medium Experienced (8-14)
701,Masters,Humanities,9,0.0,Medium Experienced (8-14)
702,Masters,STEM,10,0.0,Medium Experienced (8-14)
703,Graduate,STEM,7,0.0,Limit Experienced (0-7)
704,High School,None,4,0.0,Limit Experienced (0-7)
705,Graduate,Humanities,13,0.0,Medium Experienced (8-14)
706,Graduate,STEM,21,1.0,Experienced (>=15)
707,Graduate,STEM,9,0.0,Medium Experienced (8-14)
708,None,None,21,0.0,Experienced (>=15)
709,Graduate,Business Degree,21,1.0,Experienced (>=15)
710,Graduate,STEM,5,0.0,Limit Experienced (0-7)
711,Graduate,STEM,5,0.0,Limit Experienced (0-7)
712,Graduate,STEM,4,0.0,Limit Experienced (0-7)
713,Graduate,STEM,11,1.0,Medium Experienced (8-14)
714,Graduate,STEM,11,1.0,Medium Experienced (8-14)
715,Masters,STEM,21,0.0,Experienced (>=15)
716,Phd,STEM,18,0.0,Experienced (>=15)
717,High School,None,7,0.0,Limit Experienced (0-7)
718,Graduate,STEM,5,1.0,Limit Experienced (0-7)
719,Graduate,STEM,11,1.0,Medium Experienced (8-14)
720,High School,None,4,0.0,Limit Experienced (0-7)
721,Graduate,STEM,2,1.0,Limit Experienced (0-7)
722,High School,None,1,0.0,Limit Experienced (0-7)
723,Graduate,STEM,15,0.0,Experienced (>=15)
724,Masters,STEM,15,0.0,Experienced (>=15)
725,High School,None,7,0.0,Limit Experienced (0-7)
726,High School,None,12,0.0,Medium Experienced (8-14)
727,Graduate,STEM,3,1.0,Limit Experienced (0-7)
728,Graduate,STEM,2,0.0,Limit Experienced (0-7)
729,Graduate,STEM,4,0.0,Limit Experienced (0-7)
730,Graduate,STEM,10,0.0,Medium Experienced (8-14)
731,Graduate,Humanities,10,0.0,Medium Experienced (8-14)
732,Graduate,STEM,7,1.0,Limit Experienced (0-7)
733,High School,None,4,1.0,Limit Experienced (0-7)
734,High School,None,2,0.0,Limit Experienced (0-7)
735,Graduate,STEM,12,0.0,Medium Experienced (8-14)
736,High School,None,3,0.0,Limit Experienced (0-7)
737,Graduate,Business Degree,1,0.0,Limit Experienced (0-7)
738,Phd,STEM,21,0.0,Experienced (>=15)
739,Graduate,STEM,3,1.0,Limit Experienced (0-7)
740,Graduate,STEM,21,0.0,Experienced (>=15)
741,Graduate,STEM,10,0.0,Medium Experienced (8-14)
742,High School,None,1,0.0,Limit Experienced (0-7)
743,Graduate,STEM,14,1.0,Medium Experienced (8-14)
744,High School,None,7,0.0,Limit Experienced (0-7)
745,Masters,STEM,9,0.0,Medium Experienced (8-14)
746,Graduate,STEM,14,0.0,Medium Experienced (8-14)
747,Graduate,Humanities,2,0.0,Limit Experienced (0-7)
748,Graduate,STEM,21,1.0,Experienced (>=15)
749,Graduate,STEM,6,0.0,Limit Experienced (0-7)
750,High School,None,11,0.0,Medium Experienced (8-14)
751,High School,None,2,0.0,Limit Experienced (0-7)
752,Graduate,STEM,14,0.0,Medium Experienced (8-14)
753,High School,None,4,0.0,Limit Experienced (0-7)
754,None,None,2,0.0,Limit Experienced (0-7)
755,Graduate,STEM,6,0.0,Limit Experienced (0-7)
756,Masters,STEM,9,0.0,Medium Experienced (8-14)
757,Graduate,No Major,10,0.0,Medium Experienced (8-14)
758,Graduate,STEM,1,0.0,Limit Experienced (0-7)
759,Graduate,STEM,8,1.0,Medium Experienced (8-14)
760,None,None,1,0.0,Limit Experienced (0-7)
761,Graduate,STEM,5,1.0,Limit Experienced (0-7)
762,Graduate,Business Degree,4,0.0,Limit Experienced (0-7)
763,Graduate,STEM,12,0.0,Medium Experienced (8-14)
764,High School,None,16,0.0,Experienced (>=15)
765,Graduate,STEM,21,1.0,Experienced (>=15)
766,Graduate,STEM,5,1.0,Limit Experienced (0-7)
767,Masters,STEM,1,0.0,Limit Experienced (0-7)
768,Graduate,STEM,6,1.0,Limit Experienced (0-7)
769,Graduate,STEM,17,0.0,Experienced (>=15)
770,Masters,STEM,5,0.0,Limit Experienced (0-7)
771,Graduate,Business Degree,12,0.0,Medium Experienced (8-14)
772,Graduate,STEM,21,0.0,Experienced (>=15)
773,Masters,STEM,16,0.0,Experienced (>=15)
774,None,None,0,0.0,Limit Experienced (0-7)
775,Graduate,Other,3,0.0,Limit Experienced (0-7)
776,High School,None,3,0.0,Limit Experienced (0-7)
777,Graduate,STEM,18,0.0,Experienced (>=15)
778,High School,None,9,0.0,Medium Experienced (8-14)
779,Phd,STEM,9,0.0,Medium Experienced (8-14)
780,Graduate,STEM,5,1.0,Limit Experienced (0-7)
781,Graduate,Other,9,0.0,Medium Experienced (8-14)
782,Graduate,STEM,4,0.0,Limit Experienced (0-7)
783,Masters,Humanities,3,0.0,Limit Experienced (0-7)
784,Graduate,STEM,10,0.0,Medium Experienced (8-14)
785,High School,None,4,0.0,Limit Experienced (0-7)
786,Masters,STEM,18,1.0,Experienced (>=15)
787,Phd,STEM,12,0.0,Medium Experienced (8-14)
788,Masters,STEM,15,0.0,Experienced (>=15)
789,Graduate,STEM,21,0.0,Experienced (>=15)
790,Masters,STEM,21,1.0,Experienced (>=15)
791,Masters,STEM,6,1.0,Limit Experienced (0-7)
792,Graduate,STEM,7,0.0,Limit Experienced (0-7)
793,Graduate,STEM,21,0.0,Experienced (>=15)
794,Masters,STEM,2,0.0,Limit Experienced (0-7)
795,Masters,STEM,21,0.0,Experienced (>=15)
796,None,None,1,0.0,Limit Experienced (0-7)
797,Graduate,STEM,4,0.0,Limit Experienced (0-7)
798,Graduate,STEM,3,1.0,Limit Experienced (0-7)
799,Masters,STEM,10,0.0,Medium Experienced (8-14)
800,Primary School,None,10,0.0,Medium Experienced (8-14)
801,Masters,STEM,13,0.0,Medium Experienced (8-14)
802,Masters,STEM,7,1.0,Limit Experienced (0-7)
803,Graduate,STEM,4,0.0,Limit Experienced (0-7)
804,Masters,STEM,7,0.0,Limit Experienced (0-7)
805,Masters,STEM,13,1.0,Medium Experienced (8-14)
806,Phd,STEM,21,0.0,Experienced (>=15)
807,Graduate,STEM,5,0.0,Limit Experienced (0-7)
808,None,None,17,0.0,Experienced (>=15)
809,Masters,STEM,8,0.0,Medium Experienced (8-14)
810,Graduate,STEM,21,0.0,Experienced (>=15)
811,Graduate,Humanities,10,0.0,Medium Experienced (8-14)
812,Graduate,STEM,2,0.0,Limit Experienced (0-7)
813,Graduate,STEM,16,0.0,Experienced (>=15)
814,Graduate,STEM,20,0.0,Experienced (>=15)
815,Graduate,No Major,3,0.0,Limit Experienced (0-7)
816,Graduate,STEM,15,0.0,Experienced (>=15)
817,Graduate,STEM,3,0.0,Limit Experienced (0-7)
818,Graduate,STEM,2,1.0,Limit Experienced (0-7)
819,Masters,STEM,4,1.0,Limit Experienced (0-7)
820,Graduate,STEM,5,0.0,Limit Experienced (0-7)
821,Primary School,None,9,0.0,Medium Experienced (8-14)
822,Graduate,STEM,4,0.0,Limit Experienced (0-7)
823,High School,None,20,0.0,Experienced (>=15)
824,Masters,STEM,8,0.0,Medium Experienced (8-14)
825,Graduate,STEM,7,1.0,Limit Experienced (0-7)
826,Graduate,STEM,21,0.0,Experienced (>=15)
827,Masters,STEM,7,0.0,Limit Experienced (0-7)
828,Masters,STEM,21,0.0,Experienced (>=15)
829,Graduate,STEM,11,0.0,Medium Experienced (8-14)
830,Graduate,STEM,2,1.0,Limit Experienced (0-7)
831,Masters,STEM,10,0.0,Medium Experienced (8-14)
832,Graduate,STEM,9,0.0,Medium Experienced (8-14)
833,Graduate,STEM,3,0.0,Limit Experienced (0-7)
834,Graduate,STEM,10,0.0,Medium Experienced (8-14)
835,Graduate,STEM,6,0.0,Limit Experienced (0-7)
836,High School,None,4,1.0,Limit Experienced (0-7)
837,Graduate,STEM,14,0.0,Medium Experienced (8-14)
838,Graduate,STEM,21,1.0,Experienced (>=15)
839,Graduate,STEM,7,0.0,Limit Experienced (0-7)
840,Masters,STEM,21,0.0,Experienced (>=15)
841,Graduate,STEM,6,0.0,Limit Experienced (0-7)
842,Primary School,None,1,0.0,Limit Experienced (0-7)
843,Masters,Arts,21,0.0,Experienced (>=15)
844,Graduate,STEM,16,0.0,Experienced (>=15)
845,Graduate,STEM,9,0.0,Medium Experienced (8-14)
846,Graduate,STEM,4,0.0,Limit Experienced (0-7)
847,High School,None,7,0.0,Limit Experienced (0-7)
848,Graduate,STEM,6,1.0,Limit Experienced (0-7)
849,Graduate,STEM,4,1.0,Limit Experienced (0-7)
850,Graduate,STEM,21,0.0,Experienced (>=15)
851,Graduate,STEM,15,1.0,Experienced (>=15)
852,Masters,Other,15,0.0,Experienced (>=15)
853,Graduate,STEM,0,1.0,Limit Experienced (0-7)
854,Graduate,STEM,10,0.0,Medium Experienced (8-14)
855,Graduate,STEM,3,0.0,Limit Experienced (0-7)
856,Graduate,STEM,2,0.0,Limit Experienced (0-7)
857,Primary School,None,7,0.0,Limit Experienced (0-7)
858,Graduate,STEM,15,0.0,Experienced (>=15)
859,Masters,STEM,10,0.0,Medium Experienced (8-14)
860,Graduate,STEM,5,0.0,Limit Experienced (0-7)
861,Graduate,STEM,21,0.0,Experienced (>=15)
862,Graduate,STEM,3,1.0,Limit Experienced (0-7)
863,Graduate,STEM,2,1.0,Limit Experienced (0-7)
864,High School,None,5,0.0,Limit Experienced (0-7)
865,Graduate,STEM,9,0.0,Medium Experienced (8-14)
866,Graduate,STEM,21,1.0,Experienced (>=15)
867,Graduate,STEM,9,0.0,Medium Experienced (8-14)
868,Masters,STEM,17,0.0,Experienced (>=15)
869,Masters,STEM,7,0.0,Limit Experienced (0-7)
870,Graduate,STEM,6,1.0,Limit Experienced (0-7)
871,Graduate,STEM,10,1.0,Medium Experienced (8-14)
872,High School,None,4,0.0,Limit Experienced (0-7)
873,Graduate,Humanities,2,0.0,Limit Experienced (0-7)
874,Masters,STEM,4,0.0,Limit Experienced (0-7)
875,Graduate,STEM,21,0.0,Experienced (>=15)
876,High School,None,1,1.0,Limit Experienced (0-7)
877,Graduate,STEM,16,0.0,Experienced (>=15)
878,Masters,STEM,7,0.0,Limit Experienced (0-7)
879,Graduate,STEM,17,1.0,Experienced (>=15)
880,Graduate,STEM,4,0.0,Limit Experienced (0-7)
881,Graduate,STEM,12,0.0,Medium Experienced (8-14)
882,Graduate,STEM,2,0.0,Limit Experienced (0-7)
883,Graduate,STEM,16,0.0,Experienced (>=15)
884,Graduate,STEM,8,0.0,Medium Experienced (8-14)
885,Masters,STEM,21,0.0,Experienced (>=15)
886,Graduate,STEM,21,0.0,Experienced (>=15)
887,Graduate,No Major,4,0.0,Limit Experienced (0-7)
888,Graduate,STEM,8,0.0,Medium Experienced (8-14)
889,High School,None,15,0.0,Experienced (>=15)
890,Phd,STEM,21,0.0,Experienced (>=15)
891,Graduate,STEM,3,0.0,Limit Experienced (0-7)
892,Masters,STEM,12,0.0,Medium Experienced (8-14)
893,Graduate,STEM,3,0.0,Limit Experienced (0-7)
894,High School,None,3,0.0,Limit Experienced (0-7)
895,None,None,4,0.0,Limit Experienced (0-7)
896,Graduate,STEM,14,0.0,Medium Experienced (8-14)
897,Graduate,STEM,8,0.0,Medium Experienced (8-14)
898,Graduate,STEM,5,0.0,Limit Experienced (0-7)
899,Graduate,STEM,6,0.0,Limit Experienced (0-7)
900,Phd,STEM,15,0.0,Experienced (>=15)
901,Graduate,STEM,9,0.0,Medium Experienced (8-14)
902,Masters,STEM,15,0.0,Experienced (>=15)
903,Graduate,STEM,21,0.0,Experienced (>=15)
904,Graduate,STEM,16,0.0,Experienced (>=15)
905,High School,None,6,0.0,Limit Experienced (0-7)
906,Graduate,STEM,7,1.0,Limit Experienced (0-7)
907,High School,None,4,0.0,Limit Experienced (0-7)
908,Masters,STEM,12,0.0,Medium Experienced (8-14)
909,Graduate,STEM,9,0.0,Medium Experienced (8-14)
910,Primary School,None,3,1.0,Limit Experienced (0-7)
911,Graduate,STEM,6,0.0,Limit Experienced (0-7)
912,Graduate,Business Degree,21,0.0,Experienced (>=15)
913,Masters,STEM,15,0.0,Experienced (>=15)
914,Graduate,STEM,21,0.0,Experienced (>=15)
915,Masters,Other,21,0.0,Experienced (>=15)
916,Graduate,STEM,11,0.0,Medium Experienced (8-14)
917,Graduate,STEM,21,0.0,Experienced (>=15)
918,Graduate,No Major,5,0.0,Limit Experienced (0-7)
919,Graduate,STEM,11,0.0,Medium Experienced (8-14)
920,Masters,STEM,10,0.0,Medium Experienced (8-14)
921,High School,None,3,0.0,Limit Experienced (0-7)
922,Masters,STEM,9,0.0,Medium Experienced (8-14)
923,Masters,STEM,5,0.0,Limit Experienced (0-7)
924,Primary School,None,4,0.0,Limit Experienced (0-7)
925,High School,None,5,0.0,Limit Experienced (0-7)
926,Graduate,STEM,21,1.0,Experienced (>=15)
927,Graduate,STEM,13,0.0,Medium Experienced (8-14)
928,None,None,10,0.0,Medium Experienced (8-14)
929,Graduate,STEM,3,1.0,Limit Experienced (0-7)
930,Graduate,STEM,21,0.0,Experienced (>=15)
931,Graduate,STEM,19,0.0,Experienced (>=15)
932,Phd,STEM,9,0.0,Medium Experienced (8-14)
933,Graduate,STEM,10,0.0,Medium Experienced (8-14)
934,Graduate,Humanities,0,1.0,Limit Experienced (0-7)
935,Graduate,STEM,4,0.0,Limit Experienced (0-7)
936,None,None,2,0.0,Limit Experienced (0-7)
